,short_name,fish_id,time_point,macrophage_count,time_in_min,cancer_cells,dpi
525,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,39.0,17.0,2220.0,LBT001,1.0
528,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,42.0,22.0,2280.0,LBT001,1.0
531,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,45.0,23.0,2340.0,LBT001,1.0
534,200929_LBT001_1dpi_Pos004,200929_LBT001_Pos004,48.0,26.0,2400.0,LBT001,1.0
537,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,0.0,47.0,1440.0,LBT001,1.0
540,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,3.0,38.0,1500.0,LBT001,1.0
543,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,6.0,34.0,1560.0,LBT001,1.0
546,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,9.0,37.0,1620.0,LBT001,1.0
549,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,12.0,39.0,1680.0,LBT001,1.0
552,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,15.0,37.0,1740.0,LBT001,1.0
555,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,18.0,37.0,1800.0,LBT001,1.0
558,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,21.0,38.0,1860.0,LBT001,1.0
561,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,24.0,32.0,1920.0,LBT001,1.0
564,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,27.0,41.0,1980.0,LBT001,1.0
567,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,30.0,40.0,2040.0,LBT001,1.0
570,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,33.0,36.0,2100.0,LBT001,1.0
573,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,36.0,47.0,2160.0,LBT001,1.0
576,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,39.0,47.0,2220.0,LBT001,1.0
579,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,42.0,45.0,2280.0,LBT001,1.0
582,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,45.0,42.0,2340.0,LBT001,1.0
585,200929_LBT001_1dpi_Pos005,200929_LBT001_Pos005,48.0,51.0,2400.0,LBT001,1.0
588,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,0.0,17.0,1440.0,LBT001,1.0
591,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,3.0,17.0,1500.0,LBT001,1.0
594,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,6.0,16.0,1560.0,LBT001,1.0
597,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,9.0,15.0,1620.0,LBT001,1.0
600,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,12.0,18.0,1680.0,LBT001,1.0
603,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,15.0,13.0,1740.0,LBT001,1.0
606,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,18.0,13.0,1800.0,LBT001,1.0
609,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,21.0,17.0,1860.0,LBT001,1.0
612,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,24.0,15.0,1920.0,LBT001,1.0
615,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,27.0,13.0,1980.0,LBT001,1.0
618,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,30.0,14.0,2040.0,LBT001,1.0
621,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,33.0,9.0,2100.0,LBT001,1.0
624,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,36.0,15.0,2160.0,LBT001,1.0
627,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,39.0,16.0,2220.0,LBT001,1.0
630,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,42.0,21.0,2280.0,LBT001,1.0
633,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,45.0,19.0,2340.0,LBT001,1.0
636,200929_LBT001_1dpi_Pos006,200929_LBT001_Pos006,48.0,19.0,2400.0,LBT001,1.0
639,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,0.0,33.0,1440.0,LBT003,1.0
641,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,2.0,29.0,1500.0,LBT003,1.0
643,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,4.0,39.0,1560.0,LBT003,1.0
645,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,6.0,29.0,1620.0,LBT003,1.0
647,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,8.0,31.0,1680.0,LBT003,1.0
649,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,10.0,36.0,1740.0,LBT003,1.0
651,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,12.0,28.0,1800.0,LBT003,1.0
653,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,14.0,26.0,1860.0,LBT003,1.0
655,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,16.0,31.0,1920.0,LBT003,1.0
657,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,18.0,34.0,1980.0,LBT003,1.0
659,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,20.0,38.0,2040.0,LBT003,1.0
661,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,22.0,34.0,2100.0,LBT003,1.0
663,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,24.0,35.0,2160.0,LBT003,1.0
665,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,26.0,33.0,2220.0,LBT003,1.0
667,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,28.0,33.0,2280.0,LBT003,1.0
669,201006_LBT003_1dpi_Pos001,201006_LBT003_Pos001,30.0,31.0,2340.0,LBT003,1.0
671,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,0.0,69.0,1440.0,LBT003,1.0
673,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,2.0,57.0,1500.0,LBT003,1.0
675,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,4.0,61.0,1560.0,LBT003,1.0
677,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,6.0,62.0,1620.0,LBT003,1.0
679,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,8.0,50.0,1680.0,LBT003,1.0
681,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,10.0,47.0,1740.0,LBT003,1.0
683,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,12.0,55.0,1800.0,LBT003,1.0
685,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,14.0,47.0,1860.0,LBT003,1.0
687,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,16.0,39.0,1920.0,LBT003,1.0
689,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,18.0,37.0,1980.0,LBT003,1.0
691,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,20.0,42.0,2040.0,LBT003,1.0
693,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,22.0,40.0,2100.0,LBT003,1.0
695,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,24.0,39.0,2160.0,LBT003,1.0
697,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,26.0,41.0,2220.0,LBT003,1.0
699,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,28.0,45.0,2280.0,LBT003,1.0
701,201006_LBT003_1dpi_Pos002,201006_LBT003_Pos002,30.0,32.0,2340.0,LBT003,1.0
703,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,0.0,55.0,1440.0,LBT003,1.0
705,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,2.0,54.0,1500.0,LBT003,1.0
707,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,4.0,45.0,1560.0,LBT003,1.0
709,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,6.0,40.0,1620.0,LBT003,1.0
711,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,8.0,44.0,1680.0,LBT003,1.0
713,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,10.0,44.0,1740.0,LBT003,1.0
715,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,12.0,43.0,1800.0,LBT003,1.0
717,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,14.0,49.0,1860.0,LBT003,1.0
719,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,16.0,42.0,1920.0,LBT003,1.0
721,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,18.0,43.0,1980.0,LBT003,1.0
723,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,20.0,42.0,2040.0,LBT003,1.0
725,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,22.0,45.0,2100.0,LBT003,1.0
727,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,24.0,42.0,2160.0,LBT003,1.0
729,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,26.0,43.0,2220.0,LBT003,1.0
731,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,28.0,47.0,2280.0,LBT003,1.0
733,201006_LBT003_1dpi_Pos003,201006_LBT003_Pos003,30.0,47.0,2340.0,LBT003,1.0
735,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,0.0,48.0,1440.0,LBT003,1.0
737,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,2.0,37.0,1500.0,LBT003,1.0
739,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,4.0,39.0,1560.0,LBT003,1.0
741,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,6.0,49.0,1620.0,LBT003,1.0
743,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,8.0,44.0,1680.0,LBT003,1.0
745,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,10.0,38.0,1740.0,LBT003,1.0
747,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,12.0,32.0,1800.0,LBT003,1.0
749,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,14.0,30.0,1860.0,LBT003,1.0
751,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,16.0,34.0,1920.0,LBT003,1.0
753,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,18.0,35.0,1980.0,LBT003,1.0
755,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,20.0,35.0,2040.0,LBT003,1.0
757,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,22.0,38.0,2100.0,LBT003,1.0
759,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,24.0,36.0,2160.0,LBT003,1.0
761,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,26.0,44.0,2220.0,LBT003,1.0
763,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,28.0,39.0,2280.0,LBT003,1.0
765,201006_LBT003_1dpi_Pos004,201006_LBT003_Pos004,30.0,39.0,2340.0,LBT003,1.0
767,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,0.0,59.0,1440.0,LBT003,1.0
769,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,2.0,48.0,1500.0,LBT003,1.0
771,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,4.0,49.0,1560.0,LBT003,1.0
773,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,6.0,42.0,1620.0,LBT003,1.0
775,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,8.0,42.0,1680.0,LBT003,1.0
777,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,10.0,42.0,1740.0,LBT003,1.0
779,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,12.0,33.0,1800.0,LBT003,1.0
781,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,14.0,36.0,1860.0,LBT003,1.0
783,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,16.0,29.0,1920.0,LBT003,1.0
785,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,18.0,31.0,1980.0,LBT003,1.0
787,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,20.0,27.0,2040.0,LBT003,1.0
789,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,22.0,31.0,2100.0,LBT003,1.0
791,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,24.0,32.0,2160.0,LBT003,1.0
793,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,26.0,32.0,2220.0,LBT003,1.0
795,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,28.0,33.0,2280.0,LBT003,1.0
797,201006_LBT003_1dpi_Pos005,201006_LBT003_Pos005,30.0,24.0,2340.0,LBT003,1.0
799,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,0.0,61.0,1440.0,LBT003,1.0
801,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,2.0,68.0,1500.0,LBT003,1.0
803,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,4.0,50.0,1560.0,LBT003,1.0
805,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,6.0,59.0,1620.0,LBT003,1.0
807,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,8.0,51.0,1680.0,LBT003,1.0
809,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,10.0,54.0,1740.0,LBT003,1.0
811,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,12.0,52.0,1800.0,LBT003,1.0
813,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,14.0,47.0,1860.0,LBT003,1.0
815,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,16.0,44.0,1920.0,LBT003,1.0
817,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,18.0,46.0,1980.0,LBT003,1.0
819,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,20.0,42.0,2040.0,LBT003,1.0
821,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,22.0,37.0,2100.0,LBT003,1.0
823,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,24.0,38.0,2160.0,LBT003,1.0
825,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,26.0,37.0,2220.0,LBT003,1.0
827,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,28.0,41.0,2280.0,LBT003,1.0
829,201006_LBT003_1dpi_Pos006,201006_LBT003_Pos006,30.0,42.0,2340.0,LBT003,1.0
831,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,0.0,41.0,1440.0,LBT070,1.0
834,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,3.0,39.0,1500.0,LBT070,1.0
837,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,6.0,41.0,1560.0,LBT070,1.0
840,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,9.0,39.0,1620.0,LBT070,1.0
843,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,12.0,31.0,1680.0,LBT070,1.0
846,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,15.0,34.0,1740.0,LBT070,1.0
849,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,18.0,27.0,1800.0,LBT070,1.0
852,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,21.0,34.0,1860.0,LBT070,1.0
855,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,24.0,34.0,1920.0,LBT070,1.0
858,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,27.0,28.0,1980.0,LBT070,1.0
861,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,30.0,26.0,2040.0,LBT070,1.0
864,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,33.0,26.0,2100.0,LBT070,1.0
867,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,36.0,32.0,2160.0,LBT070,1.0
870,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,39.0,38.0,2220.0,LBT070,1.0
873,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,42.0,44.0,2280.0,LBT070,1.0
876,201013_LBT070_1dpi_Pos002,201013_LBT070_Pos002,45.0,41.0,2340.0,LBT070,1.0
879,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,0.0,45.0,1440.0,LBT070,1.0
882,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,3.0,40.0,1500.0,LBT070,1.0
885,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,6.0,44.0,1560.0,LBT070,1.0
888,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,9.0,49.0,1620.0,LBT070,1.0
891,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,12.0,43.0,1680.0,LBT070,1.0
894,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,15.0,35.0,1740.0,LBT070,1.0
897,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,18.0,35.0,1800.0,LBT070,1.0
900,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,21.0,31.0,1860.0,LBT070,1.0
903,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,24.0,29.0,1920.0,LBT070,1.0
906,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,27.0,20.0,1980.0,LBT070,1.0
909,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,30.0,21.0,2040.0,LBT070,1.0
912,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,33.0,19.0,2100.0,LBT070,1.0
915,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,36.0,20.0,2160.0,LBT070,1.0
918,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,39.0,17.0,2220.0,LBT070,1.0
921,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,42.0,17.0,2280.0,LBT070,1.0
924,201013_LBT070_1dpi_Pos003,201013_LBT070_Pos003,45.0,15.0,2340.0,LBT070,1.0
927,201013_LBT070_1dpi_Pos005,201013_LBT070_Pos005,0.0,38.0,1440.0,LBT070,1.0
930,201013_LBT070_1dpi_Pos005,201013_LBT070_Pos005,3.0,32.0,1500.0,LBT070,1.0
933,201013_LBT070_1dpi_Pos005,201013_LBT070_Pos005,6.0,33.0,1560.0,LBT070,1.0
936,201013_LBT070_1dpi_Pos005,201013_LBT070_Pos005,9.0,40.0,1620.0,LBT070,1.0
939,201013_LBT070_1dpi_Pos005,201013_LBT070_Pos005,12.0,37.0,1680.0,LBT070,1.0
942,201013_LBT070_1dpi_Pos005,201013_LBT070_Pos005,15.0,37.0,1740.0,LBT070,1.0
945,201013_LBT070_1dpi_Pos005,201013_LBT070_Pos005,18.0,43.0,1800.0,LBT070,1.0
948,201013_LBT070_1dpi_Pos005,201013_LBT070_Pos005,21.0,40.0,1860.0,LBT070,1.0
